TransactionID,TransactionType,Amount,TransactionDate,CustomerID,FullName,Email,Phone,AccountID,AccountType,Balance,OpeningDate,LoanID,LoanAmount,LoanType,StartDate,EndDate,InterestRate
214,withdrawal,312.66,2020-10-02,79,Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,76,Checking,5910.76,2019-04-02,93.0,10490.65,Auto,2023-06-01,2032-09-14 04:59:17.910580,2.46
215,withdrawal,435.52,2019-10-26,93,Peter Callahan,miranda13@example.org,+1-790-969-3518,155,Savings,5436.03,2019-04-30,46.0,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
216,deposit,407.5,2020-05-22,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,184,Credit,856.98,2021-08-09,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
217,deposit,421.38,2020-06-16,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,14,Credit,444.6,2021-11-01,44.0,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12
217,deposit,421.38,2020-06-16,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,14,Credit,444.6,2021-11-01,48.0,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63
217,deposit,421.38,2020-06-16,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,14,Credit,444.6,2021-11-01,76.0,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15
217,deposit,421.38,2020-06-16,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,14,Credit,444.6,2021-11-01,138.0,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03
218,deposit,204.48,2023-10-23,1,Chad Jensen,ambertaylor@example.org,6576129629,178,Credit,6177.48,2023-12-16,,,,,,
219,withdrawal,313.8,2023-01-13,95,Adam Mcgee,zwatkins@example.org,357-694-7359x5733,61,Checking,7104.71,2023-04-20,31.0,37877.78,Auto,2019-05-29,2047-09-15 04:59:17.906790,1.93
219,withdrawal,313.8,2023-01-13,95,Adam Mcgee,zwatkins@example.org,357-694-7359x5733,61,Checking,7104.71,2023-04-20,55.0,11928.9,Personal,2020-04-16,2035-09-03 04:59:17.908237,3.05
219,withdrawal,313.8,2023-01-13,95,Adam Mcgee,zwatkins@example.org,357-694-7359x5733,61,Checking,7104.71,2023-04-20,133.0,22108.89,Personal,2022-10-19,2026-08-27 04:59:17.913608,6.6
220,deposit,477.79,2022-06-08,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,46,Savings,7858.64,2020-06-17,13.0,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
220,deposit,477.79,2022-06-08,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,46,Savings,7858.64,2020-06-17,95.0,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
220,deposit,477.79,2022-06-08,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,46,Savings,7858.64,2020-06-17,104.0,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
221,deposit,425.4,2023-01-12,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
221,deposit,425.4,2023-01-12,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
222,withdrawal,80.8,2021-02-26,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,128,Credit,8339.92,2022-10-14,82.0,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02
222,withdrawal,80.8,2021-02-26,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,128,Credit,8339.92,2022-10-14,89.0,17430.29,Auto,2023-10-16,2045-12-04 04:59:17.910330,2.8
222,withdrawal,80.8,2021-02-26,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,128,Credit,8339.92,2022-10-14,143.0,14964.93,Auto,2020-12-22,2042-10-19 04:59:17.914385,5.33
223,withdrawal,341.31,2020-01-16,28,Ryan Alexander,loganjohn@example.org,900.377.1792x148,110,Credit,3020.69,2019-08-13,19.0,18162.6,Personal,2023-11-09,2028-11-08 04:59:17.906084,2.12
224,deposit,322.46,2024-01-10,97,Brian Scott,marquezgeorge@example.org,001-925-602-1058x78333,159,Savings,3935.69,2023-04-29,,,,,,
225,withdrawal,306.9,2020-10-11,5,Danny Brown,michellearnold@example.org,824-606-7014x9045,129,Savings,9573.53,2021-09-05,60.0,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
226,deposit,495.69,2019-05-14,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,176,Savings,723.3,2020-12-31,7.0,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
226,deposit,495.69,2019-05-14,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,176,Savings,723.3,2020-12-31,113.0,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
227,withdrawal,476.38,2020-11-09,29,David Rasmussen,fburns@example.net,9347152436,117,Checking,7244.31,2021-04-10,,,,,,
228,deposit,78.04,2023-05-28,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,31,Savings,9139.78,2023-01-03,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
229,deposit,111.97,2023-08-20,4,Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,145,Credit,5566.77,2022-02-27,49.0,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2
229,deposit,111.97,2023-08-20,4,Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,145,Credit,5566.77,2022-02-27,96.0,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35
230,withdrawal,352.55,2022-04-22,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,2,Savings,4315.64,2023-04-09,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
231,deposit,432.29,2020-10-22,23,Sarah Green,lnelson@example.net,(390)584-3409x128,199,Checking,4653.15,2022-08-19,28.0,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
232,deposit,49.09,2022-10-13,13,Charles Wise,campossarah@example.net,532.804.9131x538,165,Credit,2586.78,2023-03-06,27.0,20109.87,Auto,2021-06-30,2053-07-24 04:59:17.906568,4.66
233,deposit,64.83,2020-12-13,52,Kim Stone,garrett28@example.org,001-668-236-9938,179,Savings,7446.25,2023-10-29,,,,,,
234,withdrawal,101.78,2019-09-04,17,Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,8,Checking,9461.84,2021-05-11,,,,,,
235,deposit,122.48,2021-09-07,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,184,Credit,856.98,2021-08-09,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
236,deposit,177.25,2020-11-08,52,Kim Stone,garrett28@example.org,001-668-236-9938,79,Savings,6995.71,2019-04-05,,,,,,
237,withdrawal,266.18,2020-01-11,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,127,Checking,4532.51,2022-09-08,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
238,deposit,118.19,2021-10-12,82,Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,17,Checking,9213.84,2023-03-16,33.0,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
238,deposit,118.19,2021-10-12,82,Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,17,Checking,9213.84,2023-03-16,35.0,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
238,deposit,118.19,2021-10-12,82,Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,17,Checking,9213.84,2023-03-16,124.0,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
239,deposit,217.46,2020-09-03,34,Shelby Smith,carolyn11@example.com,580.272.0301x65432,157,Savings,9711.25,2019-03-01,,,,,,
240,deposit,77.54,2023-11-27,29,David Rasmussen,fburns@example.net,9347152436,170,Checking,6560.6,2022-06-01,,,,,,
241,withdrawal,399.36,2022-04-08,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
241,withdrawal,399.36,2022-04-08,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
242,withdrawal,180.71,2021-06-23,36,Crystal Burns,jbarry@example.net,001-295-729-2302,83,Savings,1377.35,2022-05-28,,,,,,
243,withdrawal,164.47,2023-04-10,50,Kayla Blair,hmcmillan@example.com,(500)245-2355,15,Credit,646.6,2020-09-20,,,,,,
244,deposit,499.03,2019-02-09,71,Eric Anderson,spencer16@example.com,851-945-5888,182,Savings,3308.76,2019-09-02,,,,,,
245,withdrawal,174.11,2023-03-07,21,Daniel Ballard,laura73@example.com,(890)775-8199,185,Savings,6248.9,2023-04-07,30.0,38402.89,Mortgage,2020-05-25,2048-01-31 04:59:17.906735,4.64
245,withdrawal,174.11,2023-03-07,21,Daniel Ballard,laura73@example.com,(890)775-8199,185,Savings,6248.9,2023-04-07,71.0,20567.09,Personal,2019-11-29,2051-05-06 04:59:17.909159,4.29
245,withdrawal,174.11,2023-03-07,21,Daniel Ballard,laura73@example.com,(890)775-8199,185,Savings,6248.9,2023-04-07,119.0,32936.11,Mortgage,2020-12-25,2025-03-21 04:59:17.912443,6.22
246,withdrawal,378.17,2021-05-27,4,Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,145,Credit,5566.77,2022-02-27,49.0,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2
246,withdrawal,378.17,2021-05-27,4,Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,145,Credit,5566.77,2022-02-27,96.0,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35
247,withdrawal,174.73,2020-03-28,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,48,Credit,9382.52,2022-08-17,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
248,deposit,477.95,2022-12-05,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,54,Checking,3929.98,2019-05-20,7.0,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
248,deposit,477.95,2022-12-05,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,54,Checking,3929.98,2019-05-20,113.0,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
249,withdrawal,157.48,2019-05-29,9,Anthony Ray,desiree14@example.org,714-779-4050,55,Checking,9940.6,2019-05-16,50.0,19635.04,Personal,2021-08-02,2026-01-11 04:59:17.907934,4.89
249,withdrawal,157.48,2019-05-29,9,Anthony Ray,desiree14@example.org,714-779-4050,55,Checking,9940.6,2019-05-16,74.0,42324.23,Mortgage,2023-04-04,2042-03-23 04:59:17.909368,5.25
250,withdrawal,85.33,2022-11-19,98,Lauren Gray,kenneth99@example.net,218.715.2894x614,105,Checking,4765.84,2022-02-19,2.0,48933.91,Auto,2020-08-06,2036-11-01 04:59:17.905052,4.43
250,withdrawal,85.33,2022-11-19,98,Lauren Gray,kenneth99@example.net,218.715.2894x614,105,Checking,4765.84,2022-02-19,80.0,47062.38,Mortgage,2019-10-22,2047-01-26 04:59:17.909784,6.27
251,withdrawal,445.89,2020-02-02,71,Eric Anderson,spencer16@example.com,851-945-5888,40,Checking,8922.24,2023-04-14,,,,,,
252,deposit,481.43,2020-01-08,5,Danny Brown,michellearnold@example.org,824-606-7014x9045,112,Checking,5816.22,2023-09-20,60.0,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
253,withdrawal,239.09,2023-04-23,73,Crystal George,james32@example.com,(934)652-9829,102,Checking,4814.99,2023-11-02,26.0,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
253,withdrawal,239.09,2023-04-23,73,Crystal George,james32@example.com,(934)652-9829,102,Checking,4814.99,2023-11-02,127.0,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
254,deposit,269.26,2023-11-12,51,Christopher Harvey,bryantsean@example.com,430-515-7566,5,Credit,4250.13,2020-09-19,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
254,deposit,269.26,2023-11-12,51,Christopher Harvey,bryantsean@example.com,430-515-7566,5,Credit,4250.13,2020-09-19,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
255,withdrawal,460.21,2020-09-04,23,Sarah Green,lnelson@example.net,(390)584-3409x128,199,Checking,4653.15,2022-08-19,28.0,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
256,withdrawal,172.12,2023-02-19,73,Crystal George,james32@example.com,(934)652-9829,87,Checking,8090.41,2021-03-08,26.0,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
256,withdrawal,172.12,2023-02-19,73,Crystal George,james32@example.com,(934)652-9829,87,Checking,8090.41,2021-03-08,127.0,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
257,withdrawal,243.54,2023-10-11,1,Chad Jensen,ambertaylor@example.org,6576129629,178,Credit,6177.48,2023-12-16,,,,,,
258,deposit,454.61,2022-03-20,64,Jose Davis,adam18@example.com,001-372-794-0132x70818,60,Checking,9908.2,2022-07-19,,,,,,
259,deposit,161.07,2023-01-21,67,Carly Mitchell,zachary24@example.org,(728)923-5061,153,Checking,6878.1,2019-12-18,15.0,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33
260,deposit,365.0,2023-06-24,41,Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,171,Checking,2448.6,2022-11-04,6.0,14463.85,Auto,2019-09-25,2043-01-23 04:59:17.905321,6.45
260,deposit,365.0,2023-06-24,41,Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,171,Checking,2448.6,2022-11-04,103.0,19565.92,Mortgage,2022-11-28,2050-11-01 04:59:17.911191,3.28
260,deposit,365.0,2023-06-24,41,Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,171,Checking,2448.6,2022-11-04,121.0,8170.0,Personal,2019-10-13,2031-10-24 04:59:17.912604,3.53
261,withdrawal,88.95,2022-11-15,13,Charles Wise,campossarah@example.net,532.804.9131x538,165,Credit,2586.78,2023-03-06,27.0,20109.87,Auto,2021-06-30,2053-07-24 04:59:17.906568,4.66
262,deposit,411.8,2022-02-13,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,69.0,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
262,deposit,411.8,2022-02-13,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,112.0,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
262,deposit,411.8,2022-02-13,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,141.0,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
263,deposit,170.94,2020-01-30,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,31,Savings,9139.78,2023-01-03,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
264,deposit,69.89,2020-04-15,85,Carol Miller,yfisher@example.org,6088279027,36,Savings,2470.66,2020-10-06,,,,,,
265,deposit,26.87,2024-01-06,85,Carol Miller,yfisher@example.org,6088279027,88,Savings,5652.16,2019-08-12,,,,,,
266,deposit,299.31,2020-12-30,48,Desiree Nelson,johnsonhaley@example.com,231.515.3313,49,Checking,6389.31,2021-04-28,34.0,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45
267,deposit,146.5,2019-08-08,44,Robert Brown,andersonmason@example.net,+1-653-515-2636x153,64,Checking,2099.71,2021-11-11,,,,,,
268,withdrawal,162.0,2021-03-07,88,Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,186,Credit,1432.24,2023-02-20,37.0,36095.18,Personal,2020-01-18,2037-07-08 04:59:17.907126,4.43
268,withdrawal,162.0,2021-03-07,88,Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,186,Credit,1432.24,2023-02-20,42.0,13231.5,Auto,2021-02-11,2029-08-28 04:59:17.907471,5.89
268,withdrawal,162.0,2021-03-07,88,Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,186,Credit,1432.24,2023-02-20,134.0,34771.89,Mortgage,2020-09-07,2031-08-16 04:59:17.913676,6.08
269,deposit,151.28,2023-12-22,57,Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,1,Savings,8330.83,2024-01-23,47.0,26282.21,Auto,2020-01-09,2049-11-06 04:59:17.907764,3.51
269,deposit,151.28,2023-12-22,57,Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,1,Savings,8330.83,2024-01-23,128.0,40432.8,Mortgage,2023-10-18,2052-01-14 04:59:17.913174,4.29
269,deposit,151.28,2023-12-22,57,Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,1,Savings,8330.83,2024-01-23,149.0,49124.49,Auto,2022-11-05,2031-07-07 04:59:17.914897,5.58
270,withdrawal,300.94,2022-05-18,19,Kimberly Fox,zcain@example.org,(970)563-6992x24062,37,Credit,5498.05,2023-03-21,11.0,25100.13,Mortgage,2021-05-10,2046-11-02 04:59:17.905625,7.29
271,withdrawal,380.93,2022-05-10,51,Christopher Harvey,bryantsean@example.com,430-515-7566,5,Credit,4250.13,2020-09-19,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
271,withdrawal,380.93,2022-05-10,51,Christopher Harvey,bryantsean@example.com,430-515-7566,5,Credit,4250.13,2020-09-19,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
272,withdrawal,413.78,2020-04-27,52,Kim Stone,garrett28@example.org,001-668-236-9938,79,Savings,6995.71,2019-04-05,,,,,,
273,withdrawal,23.87,2020-05-18,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,104,Checking,7800.33,2023-09-17,69.0,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
273,withdrawal,23.87,2020-05-18,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,104,Checking,7800.33,2023-09-17,112.0,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
273,withdrawal,23.87,2020-05-18,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,104,Checking,7800.33,2023-09-17,141.0,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
274,withdrawal,241.7,2021-10-12,5,Danny Brown,michellearnold@example.org,824-606-7014x9045,84,Savings,9418.14,2021-01-26,60.0,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
275,withdrawal,25.71,2022-04-09,33,Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,93,Credit,5981.73,2020-06-08,,,,,,
276,withdrawal,307.91,2023-05-16,93,Peter Callahan,miranda13@example.org,+1-790-969-3518,155,Savings,5436.03,2019-04-30,46.0,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
277,deposit,392.1,2022-12-18,80,Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,101,Credit,8439.15,2020-11-05,,,,,,
278,deposit,377.49,2019-09-20,73,Crystal George,james32@example.com,(934)652-9829,102,Checking,4814.99,2023-11-02,26.0,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
278,deposit,377.49,2019-09-20,73,Crystal George,james32@example.com,(934)652-9829,102,Checking,4814.99,2023-11-02,127.0,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
279,deposit,346.83,2023-07-03,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,85,Checking,2161.94,2021-11-06,13.0,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
279,deposit,346.83,2023-07-03,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,85,Checking,2161.94,2021-11-06,95.0,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
279,deposit,346.83,2023-07-03,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,85,Checking,2161.94,2021-11-06,104.0,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
280,deposit,111.3,2023-08-16,50,Kayla Blair,hmcmillan@example.com,(500)245-2355,136,Savings,3485.52,2022-02-10,,,,,,
281,withdrawal,72.82,2024-02-07,44,Robert Brown,andersonmason@example.net,+1-653-515-2636x153,64,Checking,2099.71,2021-11-11,,,,,,
282,withdrawal,383.12,2020-09-26,73,Crystal George,james32@example.com,(934)652-9829,87,Checking,8090.41,2021-03-08,26.0,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
282,withdrawal,383.12,2020-09-26,73,Crystal George,james32@example.com,(934)652-9829,87,Checking,8090.41,2021-03-08,127.0,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
283,deposit,345.01,2023-07-10,90,Scott Collins,veronica19@example.org,001-449-712-6361x791,42,Savings,5071.66,2021-07-31,38.0,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28
284,withdrawal,423.27,2021-01-19,48,Desiree Nelson,johnsonhaley@example.com,231.515.3313,49,Checking,6389.31,2021-04-28,34.0,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45
285,deposit,438.4,2023-06-20,85,Carol Miller,yfisher@example.org,6088279027,36,Savings,2470.66,2020-10-06,,,,,,
286,withdrawal,480.48,2021-06-15,43,Cindy Armstrong,penningtonjohn@example.com,+1-690-266-8798x994,191,Savings,824.41,2019-09-21,56.0,30356.38,Auto,2020-06-01,2042-07-30 04:59:17.908299,5.99
287,deposit,34.64,2020-03-08,76,Brian Dillon,swilson@example.net,001-699-957-2129x33878,192,Checking,176.64,2019-04-22,91.0,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55
288,withdrawal,130.01,2023-06-01,9,Anthony Ray,desiree14@example.org,714-779-4050,55,Checking,9940.6,2019-05-16,50.0,19635.04,Personal,2021-08-02,2026-01-11 04:59:17.907934,4.89
288,withdrawal,130.01,2023-06-01,9,Anthony Ray,desiree14@example.org,714-779-4050,55,Checking,9940.6,2019-05-16,74.0,42324.23,Mortgage,2023-04-04,2042-03-23 04:59:17.909368,5.25
289,withdrawal,243.07,2023-07-12,69,Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,57,Credit,9868.28,2019-07-25,16.0,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96
290,deposit,61.85,2021-02-13,93,Peter Callahan,miranda13@example.org,+1-790-969-3518,155,Savings,5436.03,2019-04-30,46.0,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
291,withdrawal,185.4,2021-07-28,51,Christopher Harvey,bryantsean@example.com,430-515-7566,140,Credit,4750.66,2022-09-09,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
291,withdrawal,185.4,2021-07-28,51,Christopher Harvey,bryantsean@example.com,430-515-7566,140,Credit,4750.66,2022-09-09,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
292,deposit,201.65,2021-03-26,76,Brian Dillon,swilson@example.net,001-699-957-2129x33878,192,Checking,176.64,2019-04-22,91.0,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55
293,withdrawal,420.1,2021-08-13,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,169,Savings,5901.01,2021-11-01,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
294,withdrawal,155.91,2023-08-07,39,Anita Park,xpayne@example.net,806-211-4478x986,77,Checking,7676.38,2021-05-26,,,,,,
295,deposit,100.03,2023-06-09,66,Phillip Carr,nicole30@example.com,650-254-3916,22,Checking,1958.76,2023-09-20,8.0,43727.85,Personal,2022-07-25,2051-05-23 04:59:17.905446,6.46
295,deposit,100.03,2023-06-09,66,Phillip Carr,nicole30@example.com,650-254-3916,22,Checking,1958.76,2023-09-20,66.0,19769.58,Personal,2020-08-14,2033-02-03 04:59:17.908875,6.15
295,deposit,100.03,2023-06-09,66,Phillip Carr,nicole30@example.com,650-254-3916,22,Checking,1958.76,2023-09-20,84.0,11336.16,Personal,2019-05-12,2036-06-15 04:59:17.910021,4.76
296,deposit,255.21,2019-08-14,40,Evelyn Ward,paul13@example.org,(347)767-4187,24,Checking,5674.38,2020-08-13,14.0,33958.37,Auto,2022-12-19,2036-09-06 04:59:17.905797,5.2
296,deposit,255.21,2019-08-14,40,Evelyn Ward,paul13@example.org,(347)767-4187,24,Checking,5674.38,2020-08-13,67.0,12021.11,Personal,2019-03-22,2032-07-01 04:59:17.908931,1.62
296,deposit,255.21,2019-08-14,40,Evelyn Ward,paul13@example.org,(347)767-4187,24,Checking,5674.38,2020-08-13,150.0,24333.16,Mortgage,2023-10-17,2025-11-18 04:59:17.915026,1.79
297,withdrawal,151.77,2021-08-31,66,Phillip Carr,nicole30@example.com,650-254-3916,71,Credit,369.92,2022-08-05,8.0,43727.85,Personal,2022-07-25,2051-05-23 04:59:17.905446,6.46
297,withdrawal,151.77,2021-08-31,66,Phillip Carr,nicole30@example.com,650-254-3916,71,Credit,369.92,2022-08-05,66.0,19769.58,Personal,2020-08-14,2033-02-03 04:59:17.908875,6.15
297,withdrawal,151.77,2021-08-31,66,Phillip Carr,nicole30@example.com,650-254-3916,71,Credit,369.92,2022-08-05,84.0,11336.16,Personal,2019-05-12,2036-06-15 04:59:17.910021,4.76
298,deposit,419.84,2023-03-07,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,169,Savings,5901.01,2021-11-01,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
299,deposit,185.11,2020-10-30,5,Danny Brown,michellearnold@example.org,824-606-7014x9045,112,Checking,5816.22,2023-09-20,60.0,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
300,withdrawal,194.92,2023-10-30,43,Cindy Armstrong,penningtonjohn@example.com,+1-690-266-8798x994,191,Savings,824.41,2019-09-21,56.0,30356.38,Auto,2020-06-01,2042-07-30 04:59:17.908299,5.99
301,deposit,63.04,2022-12-11,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
301,deposit,63.04,2022-12-11,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
302,withdrawal,229.83,2022-12-26,21,Daniel Ballard,laura73@example.com,(890)775-8199,185,Savings,6248.9,2023-04-07,30.0,38402.89,Mortgage,2020-05-25,2048-01-31 04:59:17.906735,4.64
302,withdrawal,229.83,2022-12-26,21,Daniel Ballard,laura73@example.com,(890)775-8199,185,Savings,6248.9,2023-04-07,71.0,20567.09,Personal,2019-11-29,2051-05-06 04:59:17.909159,4.29
302,withdrawal,229.83,2022-12-26,21,Daniel Ballard,laura73@example.com,(890)775-8199,185,Savings,6248.9,2023-04-07,119.0,32936.11,Mortgage,2020-12-25,2025-03-21 04:59:17.912443,6.22
